"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NKX","Nuveen California AMT-Free Municipal Income Fund","16.47","$785.76M","2002","n/a","n/a","http://www.nasdaq.com/symbol/nkx",
"NAC","Nuveen California Dividend Advantage Municipal Fund","16.55","$389.4M","1999","n/a","n/a","http://www.nasdaq.com/symbol/nac",
"NCA","Nuveen California Municipal Value Fund, Inc.","11.01","$278.33M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nca",
"NTC","Nuveen Connecticut Premium Income Municipal Fund","13.6","$199.77M","1993","n/a","n/a","http://www.nasdaq.com/symbol/ntc",
"JCE","Nuveen Core Equity Alpha Fund","13.49","$216.13M","2007","n/a","n/a","http://www.nasdaq.com/symbol/jce",
"JQC","Nuveen Credit Strategies Income Fund","7.91","$1.08B","2003","n/a","n/a","http://www.nasdaq.com/symbol/jqc",
"JDD","Nuveen Diversified Dividend and Income Fund","11.2","$223.32M","2003","n/a","n/a","http://www.nasdaq.com/symbol/jdd",
"NAD","Nuveen Dividend Advantage Municipal Fund","15.48","$608.31M","1999","n/a","n/a","http://www.nasdaq.com/symbol/nad",
"NVG","Nuveen Dividend Advantage Municipal Income Fund","15.72","$418.89M","2002","n/a","n/a","http://www.nasdaq.com/symbol/nvg",
"DIAX","Nuveen Dow 30SM Dynamic Overwrite Fund","14.23","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/diax",
"JMF","Nuveen Energy MLP Total Return Fund","11.59","$457.18M","2011","n/a","n/a","http://www.nasdaq.com/symbol/jmf",
"NZF","Nuveen Enhanced Municipal Credit Opportunities Fun","15.48","$562.12M","2007","n/a","n/a","http://www.nasdaq.com/symbol/nzf",
"NEV","Nuveen Enhanced Municipal Value Fund","16.2","$341.72M","2009","n/a","n/a","http://www.nasdaq.com/symbol/nev",
"JPW","Nuveen Flexible Investment Income Fund","15.4","$57.06M","2013","n/a","n/a","http://www.nasdaq.com/symbol/jpw",
"JFR","Nuveen Floating Rate Income Fund","10.27","$514.4M","2004","n/a","n/a","http://www.nasdaq.com/symbol/jfr",
"JRO","Nuveen Floating Rate Income Opportuntiy Fund","10.05","$331.44M","2004","n/a","n/a","http://www.nasdaq.com/symbol/jro",
"NKG","Nuveen Georgia Dividend Advantage Municipal Fund 2","14.2699","$150.53M","2002","n/a","n/a","http://www.nasdaq.com/symbol/nkg",
"JGV","Nuveen Global Equity Income Fund ","10.85","$206.58M","2006","n/a","n/a","http://www.nasdaq.com/symbol/jgv",
"JGH","Nuveen Global High Income Fund","14.02","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/jgh",
"JHA","Nuveen High Income 2020 Target Term Fund","10.17","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/jha",
"JHY","Nuveen High Income 2020 Target Term Fund","10.24","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/jhy",
"NXC","Nuveen Insured California Select Tax-Free Income Portfolio","16.7","$104.86M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxc",
"NXN","Nuveen Insured New York Select Tax-Free Income Portfolio","14.41","$56.54M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxn",
"NID","Nuveen Intermediate Duration Municipal Term Fund","13.76","$645.48M","2012","n/a","n/a","http://www.nasdaq.com/symbol/nid",
"NQM","Nuveen Investment Quality Municipal Fund, Inc.","16.36","$588.57M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nqm",
"NMY","Nuveen Maryland Premium Income Municipal Fund","13.65","$329.03M","1993","n/a","n/a","http://www.nasdaq.com/symbol/nmy",
"NMT","Nuveen Massachusetts Premium Income Municipal Fund","15.0429","$140.6M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nmt",
"NUM","Nuveen Michigan Quality Income Municipal Fund","14.82","$308.42M","1991","n/a","n/a","http://www.nasdaq.com/symbol/num",
"NMS","Nuveen Minnesota Municipal Income Fund","16.18","$67.09M","2014","n/a","n/a","http://www.nasdaq.com/symbol/nms",
"JLS","Nuveen Mortgage Opportunity Term Fund","22.88","$363.53M","2009","n/a","n/a","http://www.nasdaq.com/symbol/jls",
"JMM","Nuveen Multi-Market Income Fund","7.36","$69.66M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jmm",
"NHA","Nuveen Municipal 2021 Target Term Fund","10","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/nha",
"NMI","Nuveen Municipal Income Fund, Inc.","12.6","$104.26M","1988","n/a","n/a","http://www.nasdaq.com/symbol/nmi",
"NMO","Nuveen Municipal Market Opportunity Fund, Inc.","14.86","$681.69M","1990","n/a","n/a","http://www.nasdaq.com/symbol/nmo",
"NXJ","Nuveen New Jersey Dividend Advantage Municipal Fund","14.7","$626.57M","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxj",
"NRK","Nuveen New York AMT-Free Municipal Income Fund","13.93","$1.22B","2002","n/a","n/a","http://www.nasdaq.com/symbol/nrk",
"NAN","Nuveen New York Dividend Advantage Municipal Fund","15.13","$140.18M","1999","n/a","n/a","http://www.nasdaq.com/symbol/nan",
"NNY","Nuveen New York Municipal Value Fund, Inc.","10.14","$153.96M","1988","n/a","n/a","http://www.nasdaq.com/symbol/nny",
"NNC","Nuveen North Carolina Premium Income Municipal Fund","14.19","$234.82M","1993","n/a","n/a","http://www.nasdaq.com/symbol/nnc",
"NUO","Nuveen Ohio Quality Income Municipal Fund","16.29","$301.72M","1991","n/a","n/a","http://www.nasdaq.com/symbol/nuo",
"NQP","Nuveen Pennsylvania Investment Quality Municipal Fund, Inc.","14.88","$239.71M","1991","n/a","n/a","http://www.nasdaq.com/symbol/nqp",
"NPP","Nuveen Performance Plus Municipal Fund, Inc.","16.36","$982.02M","1989","n/a","n/a","http://www.nasdaq.com/symbol/npp",
"JPI","Nuveen Preferred and Income Term Fund","23.93","$544.26M","2012","n/a","n/a","http://www.nasdaq.com/symbol/jpi",
"JPC","Nuveen Preferred Income Opportunites Fund","10.12","$981.54M","2003","n/a","n/a","http://www.nasdaq.com/symbol/jpc",
"NPF","Nuveen Premier Municipal Income Fund, Inc.","14.94","$297.13M","1991","n/a","n/a","http://www.nasdaq.com/symbol/npf",
"NPM","Nuveen Premium Income Municipal Fund II, Inc.","15.19","$1.07B","1992","n/a","n/a","http://www.nasdaq.com/symbol/npm",
"NPI","Nuveen Premium Income Municipal Fund, Inc.","14.95","$957.7M","1988","n/a","n/a","http://www.nasdaq.com/symbol/npi",
"JPS","Nuveen Quality Preferred Income Fund 2","9.11","$1.1B","2002","n/a","n/a","http://www.nasdaq.com/symbol/jps",
"JRI","Nuveen Real Asset Income and Growth Fund","15.74","$153.94M","2012","n/a","n/a","http://www.nasdaq.com/symbol/jri",
"BXMX","Nuveen S&P 500 Buy-Write Income Fund","12.67","$487.35M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bxmx",
"SPXX","Nuveen S&P 500 Dynamic Overwrite Fund","13.5","$219.17M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spxx",
"NIM","Nuveen Select Maturities Municipal Fund","10.78","$134.09M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nim",
"NQS","Nuveen Select Quality Municipal Fund, Inc.","15.28","$538.19M","1991","n/a","n/a","http://www.nasdaq.com/symbol/nqs",
"NXP","Nuveen Select Tax Free Income Portfolio","15.06","$249.55M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxp",
"NXQ","Nuveen Select Tax Free Income Portfolio II","14.66","$259.68M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxq",
"NXR","Nuveen Select Tax Free Income Portfolio III","15.21","$198.42M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxr",
"NSL","Nuveen Senior Income Fund","5.9","$201.18M","1999","n/a","n/a","http://www.nasdaq.com/symbol/nsl",
"JSD","Nuveen Short Duration Credit Opportunities Fund","15.15","$151.58M","2011","n/a","n/a","http://www.nasdaq.com/symbol/jsd",
"JTD","Nuveen Tax-Advantaged Dividend Growth Fund","14.15","$204.95M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jtd",
"JTA","Nuveen Tax-Advantaged Total Return Strategy Fund","11.3","$156.34M","2004","n/a","n/a","http://www.nasdaq.com/symbol/jta",
"NTX","Nuveen Texas Quality Income Municipal Fund","15.31","$149.71M","1991","n/a","n/a","http://www.nasdaq.com/symbol/ntx",
"NPV","Nuveen Virginia Premium Income Municipal Fund","14.69","$263.39M","1993","n/a","n/a","http://www.nasdaq.com/symbol/npv",
"NIQ","Nuveenn Intermediate Duration Quality Municipal Term Fund","13.64","$178.65M","2013","n/a","n/a","http://www.nasdaq.com/symbol/niq",
"JMT","Nuven Mortgage Opportunity Term Fund 2","21.92","$106.78M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jmt",
"NVR","NVR, Inc.","1642.88","$6.4B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/nvr",
"OAK","Oaktree Capital Group, LLC","44.97","$6.92B","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/oak",
"OAS","Oasis Petroleum Inc.","9.5","$1.72B","2010","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/oas",
"OXY","Occidental Petroleum Corporation","76.31","$58.28B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/oxy",
"OII","Oceaneering International, Inc.","33.06","$3.24B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/oii",
"OZM","Och-Ziff Capital Management Group LLC","3.95","$1.89B","2007","Finance","Investment Managers","http://www.nasdaq.com/symbol/ozm",
"OCIP","OCI Partners LP","6.69","$582.01M","2013","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ocip",
"OCN","Ocwen Financial Corporation","2.01","$248.95M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ocn",
"OFG","OFG Bancorp","8.39","$368.05M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ofg",
"OFG^A","OFG Bancorp","19.2499","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ofg^a",
"OFG^B","OFG Bancorp","18.7499","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofg^b",
"OFG^D","OFG Bancorp","18.896","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofg^d",
"OGE","OGE Energy Corporation","30.79","$6.15B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/oge",
"OIBR","Oi S.A.","0.28","$196.14M","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/oibr",
"OIBR.C","Oi S.A.","n/a","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/oibr.c",
"OIS","Oil States International, Inc.","31.16","$1.6B","2001","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/ois",
"ODC","Oil-Dri Corporation Of America","33.43","$242.34M","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/odc",
"ORI","Old Republic International Corporation","19","$4.98B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ori",
"OLN","Olin Corporation","21.81","$3.6B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/oln",
"OMAM","OM Asset Management plc","13.86","$1.68B","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/omam",
"OHI","Omega Healthcare Investors, Inc.","32.56","$6.13B","1992","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ohi",
"OME","Omega Protein Corporation","19.97","$444.39M","1998","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ome",
"OMC","Omnicom Group Inc.","84.12","$20.15B","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/omc",
"OMN","OMNOVA Solutions Inc.","6.94","$312.47M","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/omn",
"ASGN","On Assignment, Inc.","36.31","$1.93B","1992","Technology","Professional Services","http://www.nasdaq.com/symbol/asgn",
"ONDK","On Deck Capital, Inc.","4.67","$330.25M","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ondk",
"OGS","ONE Gas, Inc.","60.31","$3.15B","2014","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ogs",
"OLP","One Liberty Properties, Inc.","23.18","$394.08M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/olp",
"OB","OneBeacon Insurance Group, Ltd.","13.19","$1.24B","2006","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ob",
"OMF","OneMain Holdings, Inc.","31.88","$4.3B","2013","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/omf",
"OKS","ONEOK Partners, L.P.","36.21","$10.35B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/oks",
"OKE","ONEOK, Inc.","40.07","$8.42B","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/oke",
"OOMA","Ooma, Inc.","6.52","$111.98M","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/ooma",
"OPK","Opko Health Inc","9.93","$5.42B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/opk",
"OPWR","Opower, Inc.","10.29","$547.22M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/opwr",
"OPY","Oppenheimer Holdings, Inc.","13.9","$185.75M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/opy",
"ORCL","Oracle Corporation","39.65","$164.54B","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/orcl",
"ORAN","Orange","16.74","$44.34B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/oran",
"OA","Orbital ATK, Inc.","87.56","$5.13B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/oa",
"ORC","Orchid Island Capital, Inc.","10.28","$223.93M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/orc",
"OEC","Orion Engineered Carbons S.A","15.13","$897.46M","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/oec",
"ORN","Orion Marine Group Inc","5.36","$146.34M","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/orn",
"IX","Orix Corp Ads","70.52","$18.49B","n/a","Finance","Diversified Financial Services","http://www.nasdaq.com/symbol/ix",
"ORA","Ormat Technologies, Inc.","42.54","$2.1B","2004","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ora",
"OSK","Oshkosh Corporation","45.75","$3.36B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/osk",
"OUT","OUTFRONT Media Inc.","22.38","$3.09B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/out",
"OMI","Owens & Minor, Inc.","36.07","$2.26B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/omi",
"OC","Owens Corning Inc","48.86","$5.64B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/oc",
"OI","Owens-Illinois, Inc.","19.42","$3.13B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/oi",
"OXM","Oxford Industries, Inc.","59.91","$994.58M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/oxm",
"PAI","Pacific American Income Shares, Inc.","13.83","$130.86M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pai",
"ROYT","Pacific Coast Oil Trust","1.8","$69.45M","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/royt",
"PACD","Pacific Drilling S.A.","0.4865","$102.75M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pacd",
"PCG","Pacific Gas & Electric Co.","59.14","$29.34B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/pcg",
"PKG","Packaging Corporation of America","66.16","$6.23B","2000","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/pkg",
"PANW","Palo Alto Networks, Inc.","139.49","$12.33B","2012","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/panw",
"PAM","Pampa Energia S.A.","22.64","$1.54B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/pam",
"P","Pandora Media, Inc.","9.99","$2.29B","2011","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/p",
"PHX","Panhandle Royalty Company","16.96","$281.17M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/phx",
"PAR","PAR Technology Corporation","5.28","$82.6M","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/par",
"PGRE","Paramount Group, Inc.","17.02","$3.63B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pgre",
